Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Barrel Color (product.metafields.custom.barrel_color),Barrel Shape (product.metafields.custom.barrel_shape),Bat Series (product.metafields.custom.bat_series),Compatible Helmet Type (product.metafields.custom.compatible_helmet_type),Facemask/No Facemask (product.metafields.custom.facemask_no_facemask),Knob Shape (product.metafields.custom.knob_shape),Leadtime (product.metafields.custom.leadtime),Level of Play (product.metafields.custom.level_of_play),Custom Pricing Upgrades (product.metafields.custom.pricing),Key Specs (product.metafields.portul.keyspecs),Includes (product.metafields.product.includes),Product rating count (product.metafields.reviews.rating_count),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Colors (product.metafields.specs.color),Head Circumference — Size (product.metafields.specs.headcircumferencesize),Material (product.metafields.specs.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
zero2-qb-elite-stock-helmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/19304E_ZERO2-QB-ELITE-HELMET_Lifestyle-02.png?v=1761670571,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zero2-qb-elite-stock-helmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/19304E_ZERO2-QB-ELITE-HELMET_Size-Chart.jpg?v=1761670571,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-skill-shoulder-pads-flux,XV SKILL SHOULDER PADS - FLUX,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">WHAT MAKES THESE SHOULDER PADS SKILL?</strong><br data-mce-fragment=""1"">
</li>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Skill is the shoulder pad cut, designed for skill positions (QB, WR, DB)</li>
<li data-mce-fragment=""1"">Split-back arch contours to player shape and creates ultimate flexibility</li>
<li data-mce-fragment=""1"">Tapered V-Shape to improve fit and function</li>
<li data-mce-fragment=""1"">Ultra-Move Arch Technology for improved range of motion</li>
<li data-mce-fragment=""1"">1"" Swivel Belts for increased comfort and range of motion</li>
<li data-mce-fragment=""1"">Rear neck relief for better pre-snap head positioning</li>
</ul>
</ul>
<ul data-mce-fragment=""1"">
<li><strong>WHAT DOES ""FLUX"" MEAN?</strong></li>
<ul>
<li data-mce-fragment=""1"">Flux is the shoulder pad cushioning</li>
<li data-mce-fragment=""1"">New 5/8"" closed cell breathable impact structure</li>
<li data-mce-fragment=""1"">Heat-management design</li>
<li data-mce-fragment=""1"">Quick-dry construction</li>
<li data-mce-fragment=""1"">Lighter weight</li>
<li data-mce-fragment=""1"">Improved air flow</li>
<li data-mce-fragment=""1"">4-Piece removable air management channels for customized fit</li>
</ul>
</ul>
<ul data-mce-fragment=""1""></ul>",Schutt,Uncategorized,Football Shoulder Pads,"",true,Size,Small,,,,,,,,80150103,4000.0,shopify,continue,manual,239.99,,true,true,,,,,714195589911,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxSkillFront_448e943e-4170-4787-87e2-9c18189f7587.png?v=1759864820,1,"",false,,,,,,,,,,Varsity (Adult),,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxSkillFront_448e943e-4170-4787-87e2-9c18189f7587.png?v=1759864820,kg,,150.00,true,,,active
xv-skill-shoulder-pads-flux,,,,,,,,,Medium,,,,,,,,80150104,4000.0,shopify,continue,manual,239.99,,true,true,,,,,714195590016,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxSkillBack_bf0fb275-b87c-4df1-b021-7241c8cb8cac.png?v=1759864820,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxSkillFront_448e943e-4170-4787-87e2-9c18189f7587.png?v=1759864820,kg,,150.00,,,,
xv-skill-shoulder-pads-flux,,,,,,,,,Large,,,,,,,,80150105,4000.0,shopify,continue,manual,239.99,,true,true,,,,,714195590115,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxSkillSupp02_ba9cd6f4-4905-493f-922c-0053f2898d07.png?v=1759864821,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxSkillFront_448e943e-4170-4787-87e2-9c18189f7587.png?v=1759864820,kg,,150.00,,,,
xv-skill-shoulder-pads-flux,,,,,,,,,X-Large,,,,,,,,80150106,4000.0,shopify,continue,manual,239.99,,true,true,,,,,714195590214,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XV_Skill_Size_White_BG_3d2b9deb-8d88-474f-8139-26cf474979a9.png?v=1759864820,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxSkillFront_448e943e-4170-4787-87e2-9c18189f7587.png?v=1759864820,kg,,150.00,,,,
xv-all-purpose-shoulder-pads-flux,XV ALL-PURPOSE SHOULDER PADS - FLUX,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">WHAT MAKES THESE SHOULDER PADS ALL-PURPOSE?</strong><br data-mce-fragment=""1"">
</li>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">All-Purpose is the shoulder pad cut, designed<span data-mce-fragment=""1""> for a wide range of positions</span>
</li>
<li data-mce-fragment=""1"">Tactical Full-Arch Protection for All-Purpose impact players</li>
<li data-mce-fragment=""1"">Tapered V-Shape to enhance the fit, create the look and integrate well with jersey</li>
<li data-mce-fragment=""1"">Ultra-Move Arch Technology for improved range of motion</li>
<li data-mce-fragment=""1"">1"" Swivel Belts for improved comfort and range of motion</li>
<li data-mce-fragment=""1"">Rear neck relief for better pre-snap head positioning</li>
</ul>
</ul>
<ul data-mce-fragment=""1"">
<li>
<strong style=""font-size: 0.875rem;"">WHAT DOES ""FLUX"" MEAN?</strong><br>
</li>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Flux is the shoulder pad cushioning</li>
<li data-mce-fragment=""1"">New 5/8"" closed cell breathable impact structure</li>
<li data-mce-fragment=""1"">Heat-management design</li>
<li data-mce-fragment=""1"">Quick-dry construction</li>
<li data-mce-fragment=""1"">Lighter weight</li>
<li data-mce-fragment=""1"">Improved air flow</li>
<li data-mce-fragment=""1"">4-Piece removable air management channels for customized fit</li>
</ul>
</ul>",Schutt,Uncategorized,Football Shoulder Pads,"",true,Size,Small,,,,,,,,80160103,4000.0,shopify,continue,manual,239.99,,true,true,,,,,714195591112,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxAPFront_032a3bf5-67fe-476a-99f2-b95bf618771d.png?v=1759864823,1,"",false,,,,,,,,,,Varsity (Adult),,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxAPFront_032a3bf5-67fe-476a-99f2-b95bf618771d.png?v=1759864823,kg,,150.00,true,,,active
xv-all-purpose-shoulder-pads-flux,,,,,,,,,Medium,,,,,,,,80160104,4000.0,shopify,continue,manual,239.99,,true,true,,,,,714195591211,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxAPBack_24cf44e7-9def-44cd-95cf-78e9198287f5.png?v=1759864822,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxAPFront_032a3bf5-67fe-476a-99f2-b95bf618771d.png?v=1759864823,kg,,150.00,,,,
xv-all-purpose-shoulder-pads-flux,,,,,,,,,Large,,,,,,,,80160105,4000.0,shopify,continue,manual,239.99,,true,true,,,,,714195591310,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxAPSupp01_8611d9c8-c4ca-4fae-9b4c-26a882c60c08.png?v=1759864823,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxAPFront_032a3bf5-67fe-476a-99f2-b95bf618771d.png?v=1759864823,kg,,150.00,,,,
xv-all-purpose-shoulder-pads-flux,,,,,,,,,X-Large,,,,,,,,80160106,4000.0,shopify,continue,manual,239.99,,true,true,,,,,714195591419,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxAPSupp02_a31c438b-f5d4-4629-a697-fbaa3ca15313.png?v=1759864823,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxAPFront_032a3bf5-67fe-476a-99f2-b95bf618771d.png?v=1759864823,kg,,150.00,,,,
xv-all-purpose-shoulder-pads-flux,,,,,,,,,2X-Large,,,,,,,,80160107,4000.0,shopify,continue,manual,239.99,,true,true,,,,,714195591518,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XV_AP_Size_White_BG_fee7e015-6220-4f61-9ce2-89a9f1ad2769.png?v=1759864822,5,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVFluxAPFront_032a3bf5-67fe-476a-99f2-b95bf618771d.png?v=1759864823,kg,,150.00,,,,
xv-line-shoulder-pads-flux,XV LINE SHOULDER PADS - FLUX,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">WHAT MAKES THESE SHOULDER PADS LINE?</strong><br data-mce-fragment=""1"">
</li>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Line is the shoulder pad cut, designed for OL, DL, and DE positions</li>
<li data-mce-fragment=""1"">Sleeker arch design to enhance range of motion</li>
<li data-mce-fragment=""1"">Increased chest width for larger players</li>
<li data-mce-fragment=""1"">Wider neck opening, allowing relief for better pre-snap head positioning and making line calls</li>
<li data-mce-fragment=""1"">Ultra-Move Arch Technology for improved range of motion</li>
<li data-mce-fragment=""1"">1.5"" Swivel Belts for increased comfort and fit</li>
<li data-mce-fragment=""1"">Rear neck relief for better pre snap head positioning</li>
</ul>
</ul>
<ul data-mce-fragment=""1"">
<li>
<strong>WHAT DOES ""FLUX"" MEAN?</strong><br>
</li>
<ul>
<li data-mce-fragment=""1"">Flux is the shoulder pad cushioning</li>
<li data-mce-fragment=""1"">New 5/8"" closed cell breathable impact structure</li>
<li data-mce-fragment=""1"">Heat-management design</li>
<li data-mce-fragment=""1"">Quick-dry construction</li>
<li data-mce-fragment=""1"">Lighter weight</li>
<li data-mce-fragment=""1"">Improved air flow</li>
<li data-mce-fragment=""1"">4-Piece removable air management channels for customized fit</li>
</ul>
</ul>",Schutt,Uncategorized,Football Shoulder Pads,"",true,Size,2X-Large,,,,,,,,80170107,4000.0,shopify,continue,manual,239.99,,true,true,,,,,714195588914,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801701_XV-LINE-SHOULDER-PADS-FLUX_Main_5af99f6d-5439-4ffa-a405-9e785a5dc42e.png?v=1759864815,1,"",false,,,,,,,,,,Varsity (Adult),,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801701_XV-LINE-SHOULDER-PADS-FLUX_Main_5af99f6d-5439-4ffa-a405-9e785a5dc42e.png?v=1759864815,kg,,150.00,true,,,active
xv-line-shoulder-pads-flux,,,,,,,,,3X-Large,,,,,,,,80170108,4000.0,shopify,continue,manual,239.99,,true,true,,,,,714195589010,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801701_XV-LINE-SHOULDER-PADS-FLUX_Back_6b572768-bca4-44c8-b5a1-da557f1e5d31.png?v=1759864816,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801701_XV-LINE-SHOULDER-PADS-FLUX_Main_5af99f6d-5439-4ffa-a405-9e785a5dc42e.png?v=1759864815,kg,,150.00,,,,
xv-line-shoulder-pads-flux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801701_XV-LINE-SHOULDER-PADS-FLUX_Lifestyle-02_9633d714-3994-4e2d-9b5a-16887b9cd39a.png?v=1759864816,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-line-shoulder-pads-flux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XV_Line_Size_White_BG_14fc5958-e876-43e0-8f88-9be706651eef.png?v=1759864815,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-skill-shoulder-pads-hybrid,XV SKILL SHOULDER PADS - HYBRID,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">WHAT MAKES THESE SHOULDER PADS SKILL?</strong><br data-mce-fragment=""1"">
</li>
<ul>
<li data-mce-fragment=""1"">Skillis the shoulder pad cut, designed for skill positions (QB, WR, DB)</li>
<li data-mce-fragment=""1"">Split-back arch contours to player shape and creates ultimate flexibility</li>
<li data-mce-fragment=""1"">Tapered V-Shape to improve fit and function</li>
<li data-mce-fragment=""1"">Ultra-Move Arch Technology for improved range of motion</li>
<li data-mce-fragment=""1"">1"" Swivel Belts for increased comfort and range of motion</li>
<li data-mce-fragment=""1"">Rear neck relief for better pre-snap head positioning</li>
</ul>
</ul><ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">WHAT DOES ""HYBRID"" MEAN?</strong><br data-mce-fragment=""1"">
</li>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hybridis the shoulder pad cushioning</li>
<li data-mce-fragment=""1"">New 5/8"" closed cell breathable impact structure</li>
<li data-mce-fragment=""1"">5/8"" air management rate sensitive cushioning system in critical shoulder area</li>
<li data-mce-fragment=""1"">Tactical feel</li>
<li data-mce-fragment=""1"">Heat-management design</li>
<li data-mce-fragment=""1"">Quick-dry construction</li>
<li data-mce-fragment=""1"">Improved air flow</li>
<li data-mce-fragment=""1"">4-Piece removable air management channels for customized fit</li>
</ul>
</ul>",Certor B2B,,Closeout,"",true,Size,Small,,,,,,,,80150203,4000.0,shopify,deny,manual,95.00,,true,true,,,,,714195590313,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801502_XV-SKILL-SHOULDER-PADS-HYBRID_Main_7812b188-a927-44b9-a378-44fd9162e749.png?v=1759864812,1,"",false,,"The redesigned Schutt XV Shoulder Pads Series – new-and-improved tactical arch design, with both arches and cushions redesigned to provide a more modern fit with enhanced protection. Skill cut is engineered for skill positions, and Hybrid cushioning provides a tactical feel with a heat-management design.",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801502_XV-SKILL-SHOULDER-PADS-HYBRID_Main.png?v=1770133813,kg,,,true,,,active
xv-skill-shoulder-pads-hybrid,,,,,,,,,Medium,,,,,,,,80150204,4000.0,shopify,deny,manual,95.00,,true,true,,,,,714195590412,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801502_XV-SKILL-SHOULDER-PADS-HYBRID_Back_4dcdc45b-9eae-46e8-9947-3351df1f4437.png?v=1759864812,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801502_XV-SKILL-SHOULDER-PADS-HYBRID_Main.png?v=1770133813,kg,,,,,,
xv-skill-shoulder-pads-hybrid,,,,,,,,,Large,,,,,,,,80150205,4000.0,shopify,deny,manual,95.00,,true,true,,,,,714195590511,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801502_XV-SKILL-SHOULDER-PADS-HYBRID_Lifestyle-01.png?v=1759864813,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801502_XV-SKILL-SHOULDER-PADS-HYBRID_Main.png?v=1770133813,kg,,,,,,
xv-skill-shoulder-pads-hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801502_XV-SKILL-SHOULDER-PADS-HYBRID_Lifestyle-02_86766b17-f99e-4fae-8e51-98346bb1dd37.png?v=1759864813,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-skill-shoulder-pads-hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XV_Skill_Size_White_BG.png?v=1759864812,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-skill-shoulder-pads-hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801502_XV-SKILL-SHOULDER-PADS-HYBRID_Main.png?v=1770133813,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-skill-shoulder-pads-air,XV SKILL SHOULDER PADS - AIR,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">WHAT MAKES THESE SHOULDER PADS SKILL?</strong><br data-mce-fragment=""1"">
</li>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Skillis the shoulder pad cut, designed for skill positions (QB, WR, DB)</li>
<li data-mce-fragment=""1"">Split-back arch contours to player shape and creates ultimate flexibility</li>
<li data-mce-fragment=""1"">Tapered V-Shape to improve fit and function</li>
<li data-mce-fragment=""1"">Ultra-Move Arch Technology for improved range of motion</li>
<li data-mce-fragment=""1"">1"" Swivel Belts for increased comfort and range of motion</li>
<li data-mce-fragment=""1"">Rear neck relief for better pre-snap head positioning</li>
</ul>
</ul><ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">WHAT DOES ""AIR"" MEAN?</strong></li>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Air is the shoulder pad cushioning</li>
<li data-mce-fragment=""1"">5/8"" air management traditional foam cushioning throughout</li>
<li data-mce-fragment=""1"">Rate-sensitive impact system</li>
<li data-mce-fragment=""1"">Quick-dry construction</li>
<li data-mce-fragment=""1"">4-Piece removable air management channels for customized fit</li>
</ul>
</ul>",Certor B2B,,Closeout,"",true,Size,X-Large,,,,,,,,80150306,4000.0,shopify,deny,manual,95.00,,true,true,,,,,714195591013,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVAirSkillFront_8e556117-3f51-4a24-a7bf-5eb0a8d545f5.png?v=1759864807,1,"",false,,"The redesigned Schutt XV Shoulder Pads Series – new-and-improved tactical arch design, with both arches and cushions redesigned to provide a more modern fit with enhanced protection. Skill cut is engineered for skill positions, and Air cushioning utilizes a quick-dry material with a customizable fit.",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801503_XV-SKILL-SHOULDER-PADS-AIR_Main.png?v=1770133811,kg,,,true,,,active
xv-skill-shoulder-pads-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVAirSkillBack_26c63c30-7a08-45bb-aaf2-7263311694d7.png?v=1759864808,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-skill-shoulder-pads-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVAirSkillSupp02_9df31e38-cfb1-4efe-af21-79718fc37418.png?v=1759864808,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-skill-shoulder-pads-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XV_Skill_Size_White_BG_124e9675-83bf-4eda-989f-bea4b6261587.png?v=1759864807,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-skill-shoulder-pads-air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801503_XV-SKILL-SHOULDER-PADS-AIR_Main.png?v=1770133811,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-all-purpose-shoulder-pads-hybrid,XV ALL-PURPOSE SHOULDER PADS - HYBRID,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">WHAT MAKES THESE SHOULDER PADS ALL-PURPOSE?</strong><br data-mce-fragment=""1"">
</li>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">All-Purpose is the shoulder pad cut,<span data-mce-fragment=""1"">designed for a wide range of positions</span>
</li>
<li data-mce-fragment=""1"">Tactical Full-Arch Protection for All-Purpose impact players</li>
<li data-mce-fragment=""1"">Tapered V-Shape to enhance the fit, create the look and integrate well with jersey</li>
<li data-mce-fragment=""1"">Ultra-Move Arch Technology for improved range of motion</li>
<li data-mce-fragment=""1"">1"" Swivel Belts for improved comfort and range of motion</li>
<li data-mce-fragment=""1"">Rear neck relief for better pre-snap head positioning</li>
</ul>
</ul><ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">WHAT DOES ""HYBRID"" MEAN?</strong><br data-mce-fragment=""1"">
</li>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hybridis the shoulder pad cushioning</li>
<li data-mce-fragment=""1"">New 5/8"" closed cell breathable impact structure</li>
<li data-mce-fragment=""1"">5/8"" air management rate sensitive cushioning system in critical shoulder area</li>
<li data-mce-fragment=""1"">Tactical feel</li>
<li data-mce-fragment=""1"">Heat-management design</li>
<li data-mce-fragment=""1"">Quick-dry construction</li>
<li data-mce-fragment=""1"">Improved air flow</li>
<li data-mce-fragment=""1"">4-Piece removable air management channels for customized fit</li>
</ul>
</ul>",Certor B2B,,Closeout,"",true,Size,X-Large,,,,,,,,80160206,4000.0,shopify,deny,manual,95.00,,true,true,,,,,714195591914,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVHybridAPFront_8282f4a8-7134-4367-8d2a-2e88f233f0a0.png?v=1759864808,1,"",false,,"The redesigned Schutt XV Shoulder Pads Series – new-and-improved tactical arch design, with both arches and cushions redesigned to provide a modern fit with enhanced protection. All-Purpose cut is engineered for a wide range of positions, and Hybrid cushioning provides a tactical feel with a heat-management design.",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801602_XV-ALL-PURPOSE-SHOULDER-PADS-HYBRID_Main.png?v=1770133809,kg,,,true,,,active
xv-all-purpose-shoulder-pads-hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVHybridAPBack_6dfdb17a-558f-4e86-b304-327d49895116.png?v=1759864807,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-all-purpose-shoulder-pads-hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVHybridAPSupp01_adee891f-423e-48d4-b033-06c9cec09575.png?v=1759864809,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-all-purpose-shoulder-pads-hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVHybridAPSupp02_0b4f65a1-dfb0-428d-94c1-b338da7a8560.png?v=1759864808,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-all-purpose-shoulder-pads-hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XV_AP_Size_White_BG.png?v=1759864808,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-all-purpose-shoulder-pads-hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/801602_XV-ALL-PURPOSE-SHOULDER-PADS-HYBRID_Main.png?v=1770133809,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xv-line-shoulder-pads-hybrid,XV LINE SHOULDER PADS - HYBRID,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">WHAT MAKES THESE SHOULDER PADS LINE?</strong><br data-mce-fragment=""1"">
</li>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Line is the shoulder pad cut, designed for OL, DL, and DE positions</li>
<li data-mce-fragment=""1"">Sleeker arch design to enhance range of motion</li>
<li data-mce-fragment=""1"">Increased chest width for larger players</li>
<li data-mce-fragment=""1"">Wider neck opening, allowing relief for better pre-snap head positioning and making line calls</li>
<li data-mce-fragment=""1"">Ultra-Move Arch Technology for improved range of motion</li>
<li data-mce-fragment=""1"">1.5"" Swivel Belts for increased comfort and fit</li>
<li data-mce-fragment=""1"">Rear neck relief for better pre-snap head positioning</li>
</ul>
</ul>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">WHAT DOES ""HYBRID"" MEAN?</strong></li>
<ul>
<li data-mce-fragment=""1"">Hybridis the shoulder pad cushioning</li>
<li data-mce-fragment=""1"">New 5/8"" closed cell breathable impact structure</li>
<li data-mce-fragment=""1"">5/8"" air management rate sensitive cushioning system in critical shoulder area</li>
<li data-mce-fragment=""1"">Tactical feel</li>
<li data-mce-fragment=""1"">Heat-management design</li>
<li data-mce-fragment=""1"">Quick-dry construction</li>
<li data-mce-fragment=""1"">Improved air flow</li>
<li data-mce-fragment=""1"">4-Piece removable air management channels for customized fit</li>
</ul>
</ul>",Schutt,Uncategorized,Football Shoulder Pads,"",false,Size,Large,,,,,,,,80170205,4000.0,shopify,deny,manual,269.99,,true,true,,,,,714195589119,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVHybridLineFront_54770c4b-ac35-4cf5-b47c-6408c82f5aa2.png?v=1759864804,1,"",false,,,,,,,,,,Varsity (Adult),,,,,,,,,,,,,kg,,160.00,true,,,archived
xv-line-shoulder-pads-hybrid,,,,,,,,,X-Large,,,,,,,,80170206,4000.0,shopify,deny,manual,269.99,,true,true,,,,,714195589218,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVHybridLineBack_8006c886-1289-41f5-a673-b4c168dd451c.png?v=1759864803,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,160.00,,,,
xv-line-shoulder-pads-hybrid,,,,,,,,,2X-Large,,,,,,,,80170207,4000.0,shopify,deny,manual,269.99,,true,true,,,,,714195589317,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVHybridLineSupp01_3f6c829c-d997-4084-8bf1-cd0460ac68ca.png?v=1759864804,3,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,160.00,,,,
xv-line-shoulder-pads-hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/XVHybridLineSupp02_c31d87a8-be60-46ce-9606-f0fbb02e8cba.png?v=1759864804,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
